inputs,labels
We must trust ourselves ,We must trust ourselves . 
what does work me mean?,"The phrase ""work me"" is noted to sometimes carry a sexual connotation, as exemplified in the song lyrics ""Work me slow"" by Xscape. 
However, in the provided context, it denotes the notion of treating someone properly."
"These useful skills that I learned from reality are going to be the greatest gift for my future career , and they can not be found in the text books anyways . ","These useful skills that I have learned from real life are going to be the greatest gift to my future career , and they are skills that cannot be found in a textbook . "
are either of you grammar?,"In English grammar, the word ""either"" can correctly work with a singular verb.  
A trend towards a singular agreement with ""either"" is noticeable when it's alone or included in a distinctly singular phrase.  
Conversely, there is a tendency for plural agreement when ""either"" is used with a plural component.  
That said, exceptions might occur, and it's acknowledged that sometimes the decision on verb agreement is influenced by semantics rather than purely syntactical rules."
"In February, clubs agreed in principle to use the system from next season and those plans were confirmed at an EGM on 6 April. Goalline technology has been used in the Premier League since 2013. It has also been utilised in previous Football League play-off finals. However, this season the technology will be available for both Championship semi-finals, as well as the final at Wembley on Monday, 29 May. The introduction of goalline technology is a significant step forward for Championship clubs and reflects the importance of the outcome of every single game in the division, said EFL chief executive Shaun Harvey. It has already proved successful elsewhere in our competitions and I'm confident it will have a similar positive impact week in, week out in the Championship, starting with this year's Championship play-off semi-finals.","Goalline technology will be used in this season's Championship play-offs before being introduced in all second-tier matches in 2017-18, the English Football League has said."
"Earps, 22, missed just one game in two seasons at Bristol and has previously played for Doncaster Belles, Nottingham Forest and Birmingham City. She joins Reading ahead of their first WSL 1 campaign following their promotion from WSL 2 last season. The club has a lot of ambition and a great work ethic, it's a really exciting opportunity for me, she said.",Reading women have signed former Bristol Academy and England Under-23 goalkeeper Mary Earps.
"Rafael Pizarro was found in a lock on the Rochdale to Manchester canal in Middleton, Rochdale while playing with friends on 6 June. He was resuscitated on the towpath before being taken to hospital. His family said: Rafael had a big impact on his family and friends and was much loved and we will truly miss him. Det Insp Kate Atton from Greater Manchester Police said: Rafael's death is believed to be a tragic accident. I would urge people, especially children, to take care around the water and try not to swim anywhere other than supervised swimming pools.","A 13-year-old boy who fell into a Greater Manchester canal in a ""tragic accident"" has died, police said."
"The 26-year old rejoined Stanley in the summer after spells at Stockport, Barrow and Chester on an initial one-year contract. McConville has scored five goals in 28 games in his second spell at the club. Goals and assists are a plus but the most important thing is working hard for the shirt and I think I've done that, said McConville. Stanley boss John Coleman said: He won't be the last to sign up. We expect a few more to be putting pen to paper over the coming weeks.",Midfielder Sean McConville has signed a new deal with Accrington Stanley until the summer of 2018.
"Sergej Lawrow wirkt muffelig an diesem Morgen. Anders gesagt: so wie immer. Soeben hat er eine Stunde lang im kleinen Kreis mit Heiko Maas gesprochen. Nun, zu Beginn des größeren Delegationsgesprächs, leiert der russische Außenminister herunter, was es in letzter Zeit so gegeben hat an Kontakten zwischen Deutschen und Russen. Der Handel entwickle sich durchaus positiv, die außenpolitische Zusammenarbeit auch. Zumindest zum Krach scheint es nicht gekommen zu sein. Zu irgendeiner nennenswerten Einigung aber auch nicht.","Außenminister Heiko Maas besucht seinen Kollegen in Moskau und beherzigt das, was bei Pressekonferenzen mit diesem grundsätzlich sinnvoll ist: Widerworte zu geben."
"The number of turbines on the Kentish Flats wind farm is being increased from 30 to 45, with the operation being co-ordinated from Ramsgate. Swedish energy company Vattenfall said six turbines had so far been installed on its site, off Herne Bay. All 15 will be switched on later this year, and it is expected they will be fully operational and exporting power to the national grid by early 2016. Matthew Green, project director, said the original 30 turbines could produce enough power for 40,000 homes. The additional 15, which are slightly larger, will be enough for another 35,000 homes. They have larger rotors so we're able to make use of lower wind speeds to get more power, Mr Green said. Vattenfall also owns and operates the Thanet offshore wind farm.",Work to expand one of Kent's three offshore wind farms has got under way.
And thie critica use few arguments . ,And the critics use few arguments . 
"The 34-year-old hooker also told the Australian Broadcasting Corp that he was stepping down as captain immediately. I think it's the right time to call time on my career at this level, said Moore, who has played 120 Tests. Flanker Michael Hooper is set to take over the captaincy of the Wallabies, according to local media. Moore, who has played in three World Cups since his debut in 2005, said he had been considering the very tough decision for months. Injuries were not a factor, he added. It has been a big part of my life and it means a lot to me playing for Australia, he told the ABC. I felt it is the right time to finish the year strongly and then let the next crop of players take the team forward. Moore, the 10th most capped international player of all time, plans to play one more season of Super Rugby with the Queensland Reds before retiring from the sport.",Wallabies skipper Stephen Moore has announced he will quit international rugby union by the end of the year.
She know just that what teacher has told her but no more . ,She knows just what that teacher has told her but no more . 
"Because of the requirement of men going to army , men have to sacrifise their preciouse time of youth . ","Because of the commitments men have to make to go to the army , men have to sacrifice their precious time of youth . "
"Matthias Kröner sucht einen Eigentümer für die von ihm gegründete Fidor-Bank - wieder einmal. Er hatte das Münchner Institut 2016 an französische Volksbanken und Sparkassen verkauft, doch das erwies sich als Fehler. Es war ein Coup, als Matthias Kröner seine Bank 2016 an die Gruppe der französischen Volksbanken und Sparkassen verkaufte. Ein deutscher Bankgründer, der sein Geldhaus losschlagen kann - das gibt es nicht so oft. Den Verkauf seines Instituts (es heißt Fidor) könne man durchaus als Kampfansage verstehen, sagte Kröner damals. Mit der Kapitalkraft des künftigen Eigentümers werde er den europäischen Markt aufrollen. Bisher fehlte dem kleinen Münchner Geldhaus mit seinen 280 Mitarbeitern das Geld zum großen Wachstum. Der Markt für Bankgeschäfte über Apps ist hart umkämpft. Kröner selbst blieb als Chef dabei.","Matthias Kröner sucht einen Eigentümer für die von ihm gegründete Fidor-Bank - wieder einmal. Er hatte das Münchner Institut 2016 an französische Volksbanken und Sparkassen verkauft, doch das erwies sich als Fehler."
what is the difference between sell and sale?,"""Sell"" functions as a verb representing the action of transferring possession and ownership of goods or property for money, and this action is subject to conjugation based on tense and pronoun.  
In contrast, ""sale"" is identified as a noun referring to the event or process where goods and services are provided to buyers, often discussed with articles such as ""the"" or ""a"" to indicate a specific or indefinite occasion of this process."
"If the status of cars is still at the present level , something else of course will take the place of cars in our lives , but history tell us that advancement will never stop . ","Even if the status of cars are still at the presently viewed as viable , something else will , of course , take the place of cars in our lives , and history tells us that advancement will never stop . "
"The 30-year-old started his career at Killie, making 115 appearances before joining Rangers in 2013. He moved to United in 2016 and made 35 appearances for the Tannadice side. Kilmarnock manager Lee McCulloch told his club website: He provides great competition for the other goalkeepers and I'm delighted to have him. Dundee United had previously said Bell would not leave for nothing by posting on their Twitter feed that they were open to offers. They then relented, though, and mutually agreed the player's release. Find all the latest football transfers on our dedicated page.",Goalkeeper Cammy Bell has signed a two-year contract with Kilmarnock after Dundee United allowed him to leave as a free agent.
"Put together in 1973, the band enjoyed UK chart success with Gaelic songs in the 1990s and last year released their 14th and final studio album. Their song An Ubhal as Airde reached number 18 in the charts in 1995. The film, Journey Bound, is a romcom road movie being directed by Ryan Hendrick and starring Clare Grogan, Sylvester McCoy and Karen Dunbar. Runrig founding member Calum Macdonald said: It's a refreshing and exciting challenge, so far removed from the familiarity of normal Runrig business. Still Game's Ford Kiernan, who also stars in Journey Bound and is an executive producer, said: I first saw Runrig perform live at Glasgow University Union in the 1980s whilst I was working there, the place was jumping, the atmosphere was incredible. It really is the icing on the cake for us and I'm over the moon they are onboard. They are the perfect musical fit for this quintessential Scottish movie.",Veteran Celtic rockers Runrig are to appear in a new Scottish film and will also compose the movie's title music.
"For example , nursing students study in a nursing college for three-four years . ","For example , nursing students study in a nursing college for three to four years . "
"They tend to restrict traffic in certain days , hours , increasing parking fees , etc . ","They tend to restrict traffic on certain days and between certain hours and increase parking fees , etc . "
The security alert began after police received a report of a suspicious object on Thursday afternoon. A number of cordons are in place and police have warned that traffic will be affected. A respite centre has been opened at Long Tower Youth Club for people displaced by the alert. Sinn FÃ©in Councillor Patricia Logue said: The people who create these alerts have nothing to offer the community and should desist immediately from their campaign of disruption.,"Homes have been evacuated and traffic has been disrupted due to an ongoing security alert in Southway, Londonderry."
"Humberside Police said Daniel Hatfield, 52 and Matthew Higgins, 49, died after suffering significant multiple injuries. Their bodies were found at a house on May Street on Friday. Two women, aged 27 and 36, and a 38-year-old man are being held in police custody. Det Supt Matt Hutchinson said police were keen to find out more about the movements of the two men in the week before their deaths. We also want to speak to people who know anything about the murder or have information about people attending or leaving May Street in the week prior to the men being discovered, he said. It is important to re-iterate that these murders are being treated as an isolated incident, however high visibility patrols will continue in the area to provide additional reassure to the local community.",Three people have been arrested on suspicion of murder after the bodies of two men were found in the garden of a house in Hull.
"whats the difference between a jumper, a pullover, and a sweater?","The term ""sweater"" in American English is commonly understood and typically implies a knitted garment, while the term ""jumper"" is not used. 
If Americans hear ""pullover,"" they would understand it as a sweater but may find the term unusual. 
In the UK, ""jumper,"" ""sweater,"" and ""pullover"" are often used interchangeably to describe a garment worn for warmth over a shirt without buttons and pulled over the head. 
South African English differentiates these terms, with ""sweater"" reserved for more casual, synthetic fabric garments, and ""pullover"" and ""jumper"" rarely being used."
"The adult male rhino was shot dead and its horn was cut off. Just hours earlier, the royal couple came within 50 yards (metres) of a rare one-horned rhino during their safari. The 430 sq km (166 sq mile) park, in the north-eastern state of Assam, is home to the world's largest concentration of one-horned rhinos. Wildlife poachers pose the biggest threat to the animals, killing them for their horns. The animal is currently listed as vulnerable by conservation groups. Seven rhinos have already been killed in 2016, while 20 were poached in 2015. Kaziranga is estimated to be home to 2,400 one-horned rhinos out of a global population of 3,300. The national park is also home to elephants, water buffalo, the endangered swamp deer and tigers.",A rhino was killed by poachers in India's Kaziranga national park on the same day the Duke and Duchess of Cambridge toured the sanctuary.
"Shiyi Ying, 25, was given permission to take to the stage towards the end of the ceremony at Southampton University to pop the question to Yu-Yen Ou, 24. He said: Deep inside I know you are the only one I can share the rest of my life with, before she accepted. Vice-Chancellor Professor Don Nutbeam said it was certainly a first in his 25 years attending graduations. Both students were receiving their masters degrees. Mr Ying, from Beijing, had studied for an MSc International Management and Ms Ou, from Taipei, had studied MSc International Financial Markets. After Ms Ou said yes the couple hugged - prompting applause from fellow graduands, guests and staff gathered inside the theatre. Prof Nutbeam said: I'd like to offer the couple huge congratulations and every best wish for the future.",A university student has proposed to his girlfriend during a graduation ceremony.
"and then , makers of cars need to develop the systems for safe almost completely . ",And then car manufacturers need to develop the systems for safety almost completely . 
We have to know this problem it 's serious but almost people doens't know about this . ,"This is a serious problem , but most people are unaware of it . "
can you start a sentence with especially?,"In formal writing, it is generally not acceptable to start a sentence with words like 'especially' or 'because'. 
However, if these words are followed by a supporting clause, it can be correct. 
Nevertheless, it’s important to be aware of the informal tone it may convey in professional or academic settings."
"The pool will have a see-through bottom so that people using it can peer down to the ground as they swim. It will be 35 metres up in the air and will link two blocks of flats near Battersea, in London. Nicknamed Sky Pool, it has been described as a world first. These pictures are artists impressions of what the pool bridge will look like when it's completed in the summer of 2019.","Plans to build a 25 metre swimming pool, that will join two 10 storey tower blocks, have been announced."
"The colt, trained by Doug O'Neill, scored an eighth straight victory and gave jockey Mario Gutierrez his second win from two rides in the race. Nyquist held off the challenge of the fast-finishing Exaggerator, with Gun Runner third, before a 167,227 crowd. The Kentucky Derby is the first leg of the US Triple Crown, won by American Pharoah last year. Nyquist will now attempt to emulate American Pharoah by going on to win the Preakness Stakes and the Belmont Stakes. It was a second triumph in the race, known as the Run for the Roses, for Gutierrez, O'Neill and owner J Paul Reddam, who succeeded four years ago with I'll Have Another. It was an amazing feeling. I have a 100 per cent record on Nyquist. I only had to push him out, said the jockey. If he sees something coming he keeps going as fast as he needs to go.",Unbeaten favourite Nyquist won the 142nd running of the Kentucky Derby at Churchill Downs.
"Davies suffered an ankle injury during Spurs' 1-0 defeat by Bayer Leverkusen in the Champions League on 2 November. He then missed the 1-1 draw at Arsenal in the Premier League on Sunday. The 23-year-old had been included in the Wales squad for the qualifier in Cardiff but has now been replaced by Sunderland's Adam Matthews, who is on loan at Bristol City. Davies has started in Wales' opening three qualifiers. Serbia are top of Group D after three matches on seven points, with Wales third on five points.",Tottenham defender Ben Davies has been ruled out of Wales' World Cup qualifier with Serbia on 12 November.
People are not and shouldnt be robots . ,People are not and should not be robots . 
And people feel more arkward when it comes to their ears that this is something going on as a current event . ,And people feel more awkward about what they hear when this is happening as a current event . 
"Der ehemalige Chef der Kaffeehauskette Starbucks, Howard Schultz, sorgt mit Ambitionen auf das Weiße Haus für Unruhe unter den US-Demokraten. Im Sender CBS sagte der Geschäftsmann, er erwäge eine Präsidentschaftskandidatur als unabhängiger Bewerber. Viele Demokraten befürchten, dass Schultz dem demokratischen Herausforderer oder der Herausforderin Stimmen nehmen könnte, was dem republikanischen Amtsinhaber Donald Trump zugutekommen könnte. Der 65-jährige Schultz war immer wieder als möglicher Präsidentschaftskandidat im Gespräch. Seit Langem engagiert sich der Milliardär aus Seattle als Spender für Belange der Demokraten. Er unterstützte die Kampagnen von Obama, Hillary Clinton und dem New Yorker Senator Chuck Schumer. Auch als Kritiker von Trumps Politik trat Schultz in Erscheinung. Vor Starbucks-Mitarbeitern sagte er etwa, der Präsident stifte Chaos.","Howard Schultz erwägt, als unabhängiger Bewerber bei der Präsidentschaftswahl anzutreten. Die Demokraten sind alarmiert."
"Seit gut einem Jahr steht Michael Diederich an der Spitze der Münchner Hypo-Vereinsbank. Im Sommer feiert das Institut, das seit 2005 zur italienischen Unicredit gehört, sein 150-jähriges Bestehen - in einer Zeit des Umbruchs: Europa ist politisch verunsichert, weltweit drohen Handelskriege und die Banken sind in Aufruhr, auch wegen der möglichen Großfusion der beiden Marktführer Deutsche Bank und Commerzbank. Dass die Nummer drei aus München nun an die Wand gedrückt werden könnte, fürchtet Diederich aber nicht - im Gegenteil.","HVB-Chef Michael Diederich über Digitalisierung im Bankgeschäft, Großfusionen in der Branche und die Frage, ob 150 Jahre ein Grund zum Feiern sind."
"Northern Pride is billed as one of the largest LGBT festivals in the UK and is now in its ninth year, with organisers hoping to top last year's record crowd of 71,000 people over its three days. One of the highlights is the parade from the Civic Centre to the Town Moor. Fun fair, stalls and musical performances will feature at the festival, which is on all weekend. Mark Nichols, chair of Newcastle Pride, said: We keep thinking we can't grow any more, and every year it has grown. We started off nine years ago in Leazes Park, we outgrew that, so moved to Exhibition Park, and outgrew that, so we're now over the fence on the Town Moor. He added: We grew from a one-day event to a three day one three years ago just because the numbers have grown so much. Last year we had a total of 71,000, and 10,000 people marched in the city centre.",Thousands of people have taken to the streets of Newcastle for the annual Pride event.
"Der 29. März 2019 sollte eigentlich der Brexit-Day sein. Stattdessen stimmt das Parlament in London zum dritten Mal über Mays Brexit-Deal mit der EU ab. Wie ist es eigentlich so weit gekommen? Falls der Podcast nicht korrekt abgespielt wird, kann er unter diesem Link aufgerufen werden Auf den Punkt ist der Nachrichtenpodcast der SZ mit den wichtigsten Themen des Tages. Der Podcast erscheint von Montag bis Freitag immer um 17 Uhr. Sie finden alle Folgen auf sz.de/nachrichtenpodcast. Verpassen Sie keine Folge und abonnieren Sie unser Audio-Angebot, etwa bei: iTunes Spotify Deezer oder in Ihrer Lieblings-Podcast-App. Wie Sie unsere Podcasts hören können, erklären wir in diesem Text. Alle unsere Podcasts finden Sie unter: www.sz.de/podcast. Sie haben Fragen oder Anregungen? Dann schreiben Sie uns: podcast@sz.de.","Der 29. März 2019 sollte eigentlich der ""Brexit-Day"" sein. Stattdessen stimmt das Parlament in London zum dritten Mal über Mays Brexit-Deal mit der EU ab. Wie ist es eigentlich so weit gekommen?"
They are go on do it and do it for better . ,They go on and do it better . 
"Author JM Barrie credited the gardens of the town's Moat Brae house as his inspiration for the work. Ms Lumley unveiled a wood-carving of his most famous creation at the entrance to the town. She is already a patron of the appeal launched last week to turn Moat Brae into a children's literature centre. The Peter Pan statue was provided by the action group, the People's Project, which is working to improve the appearance and reputation of Dumfries. Ms Lumley said she was amazed at the work which had gone into the wood-carving. I absolutely love it - I am so impressed that it is all made out of one enormous spruce tree trunk, she said. It is absolutely enchanting and it is standing outside the garden centre so everybody who is driving past on the road can see it.",The actress Joanna Lumley has unveiled a statue of Peter Pan to recognise the part Dumfries played as birthplace of the children's classic story.
"In den 90er-Jahren - also ungefähr, als der künftige Bayern-Profi Lucas Hernández geboren wurde - erlebte Spanien den Boom eines Humoristen, der am Donnerstag wieder in aller Munde war. Oder besser: in allen erdenklichen Formen zu Papier kam. Chiquito de la Calzada, der 2017 starb, wurde für abstruse Wortschöpfungen berühmt, aber auch für kuriose Vergleiche: Der eine arbeitete weniger als Tarzans Schneider, der andere war schwerer als der Kulturbeutel von Claudia Schiffer, solche Dinge. Die Reminiszenz vom Donnerstag galt Chiquitos legendärem Abschiedsgruß, der lautete: Hasta luego, Lucas, auf bald, Lucas. Obwohl Lucas Hernández, 23, sich wohl für immer von Atlético verabschiedet hat.","Lucas Hernández vereint das Beste aus beiden Welten: Er gilt als kampfstark und elegant. Wegen einer Knieverletzung ist aber zweifelhaft, ob er dem FC Bayern bereits im Juli zur Verfügung stehen wird."
"The incident happened in Arcadia Street, in the city's Bridgeton area, at about 03:00 on Tuesday. The officer and dog were hurt as the vehicle made off. Both received treatment for non-serious injuries. A Police Scotland spokeswoman said inquiries into the incident were ongoing and officers remained at the scene in Arcadia Street.",A police officer and police dog have been injured while responding to a report of a stolen car in Glasgow.
"Die Proteste gegen den algerischen Präsidenten Abdelaziz Bouteflika gehen auch nach dessen Rücktrittsankündigung weiter. Mit dem Schritt werde ihre Forderung nach grundlegenden Änderungen an der geheimen Machtstruktur nicht erfüllt, kritisierten Demonstranten und Oppositionelle. Am Dienstag protestierten Studenten im Zentrum Algiers (), für Freitag planten Demonstranten landesweite Aktionen. Der 82 Jahre alte Bouteflika hatte sich am Montag den seit Wochen anhaltenden öffentlichen Protesten gebeugt und angekündigt, zum Ende seiner Amtszeit am 28. April zurückzutreten. Er ist seit 20 Jahren Präsident. Der ehemalige Ministerpräsident Ali Benflis und die moderat-islamistische Bewegung MSP forderten, Bouteflikas Rückzugsankündigung dürfe nur ein erster Schritt sein. Sie befürchten, dass die politische Elite an der Macht bleiben wird. Benflis warnte, verfassungsfremde Kräfte versuchten, das Land zu manipulieren - damit war offensichtlich Bouteflikas einflussreicher Bruder Saïd gemeint.",Präsident Abdelaziz Bouteflika hat dem Druck der Straße nachgegeben und seinen Rückzug zum 28. April angekündigt. Doch den Demonstranten reicht das nicht.
we cant stay on the internet for long time . ,We ca n't stay on the Internet for a long time . 
And there are a lot of scientist who just specialize in one specific subject discover important concepts or invent things which make our society more convenience . ,And there are a lot of scientists who specialize in one specific subject to discover important concepts or to invent things which make our society more convenient . 
"The Royal College of GPs Wales also warned politicians not to use the NHS for political gain in the run up to next May's vote. It has highlighted six areas it wants to see addressed if general practice is to continue to survive... and provide a high level of service. The college is unveiling its manifesto at the Senedd. Its key points include: Chairwoman Dr Rebecca Payne said: Every day GPs and practice teams work hard to make a difference to patients' lives. It's vital that their contribution is recognised and appreciated by politicians from all parties. We need robust commitments from all political parties to secure a sustainable, effective, patient-centred health service and to protect the NHS for the future. She said the general practice family needed to be expanded so other medical staff, including practice nurses and pharmacists, could help alleviate the intense pressure we are under.",A doctors' body is calling for 400 extra GPs by 2020 as its manifesto is launched ahead of assembly elections.
"Brathwaite, 22, had only one Test wicket and three first-class scalps to his name before this game, but captured 6-29 with his part-time off-spin. That helped bowl Sri Lanka out for 206, setting West Indies 244 to win. Brathwaite was then lbw for three with the tourists 20-1 when rain ended play. The Bajan right-hander had only bowled in six of his previous 23 Tests since his debut in 2011, taking a solitary wicket against India in Kolkata for an overall Test bowling average of 137. His previous first-class bowling figures were equally forgettable, with three wickets at an average of 67 in 81 games. But after he came on with Sri Lanka 146-4 to share the spin workload with Devendra Bishoo and debutant Jomel Warrican, Brathwaite took the last six wickets including home skipper Angelo Mathews, who was ninth out for 46. With rain preventing any play after tea, Sri Lanka lead the two-Test series 1-0 after winning the first Test in Galle by an innings.",West Indies' Kraigg Brathwaite achieved the best Test bowling figures by an opening batsman for more than half a century on day three of the second Test against Sri Lanka in Colombo.
"whats a parallel for mitigate, for worsening a good situation?","Words that intensify the negativity of a situation include ""exacerbate,"" ""aggravate,"" and informally, ""worsen"".  
On the other hand, ""negate"" may serve as an antonym to ""mitigate,"" potentially neutralizing an effect.  
If the intent is to express the diminishment of something positive, terms such as ""vitiate,"" which means to impair quality or value, or ""compromise,"" which conveys damage or reduction in degree, could be appropriate.  
Similarly, ""dissipate"" can describe the squandering of something good like money, energy, or resources.  
While ""mitigate"" is suitable for lessening the negative effects, ""diminish"" might be a more precise choice for lessening positive ones, along with ""reduce"".  
""Undermine"" can also be applied if something insidiously weakens a good thing.  
Other options to denote the weakening of good effects include ""weaken,"" ""dilute,"" and again ""negate"".  
The American Heritage Dictionary defines ""mitigate"" as to ""moderate,"" which can apply to both lessening severity and intensity.  
""Adulterate"" indicates the debasement of something, while ""degradation"" suggests the decline of a positive situation.  
In colloquial terms, ""degrade"" might be used to describe the decline in benefits of a tactic."
"Then when we went to the Science Olympiad , she could have diverse knowledges about the subects and it was not new for her to think about new things . ","Then when we went to the Science Olympiad , she had diverse knowledge about the subjects as it was not unusual for her to think about new things . "
"Stargazers and photographers around the world have captured some stunning images of the spectacle in recent days. Here is a selection of their images: The Northern Lights are caused by the interaction of the solar wind - a stream of charged particles escaping the Sun - and our planet's magnetic field and atmosphere. Find out more about the Northern Lights. The lights themselves are often visible in Scandinavian countries, but also in northern parts of the US and Canada. The Northern Lights were also seen off the coast of Norfolk, England too. Thanks to Ben Gadsby-Williams for this time-lapse video. Thank you for sharing your pictures with us. You can email your pictures and video to yourpics@bbc.co.uk or upload them here. Compiled by Rozina Sini",The Aurora Borealis also know as the Northern Lights have been making an appearance across parts of the UK.
"The incident happened shortly after 19:00 on the A9 Inverness to Thurso road, on the outskirts of Thurso. The driver of a Ford Fiesta was pronounced dead at the scene. The female driver of a Nissan Qashqai was unhurt. The road was closed in both directions at the crash site for a police investigation. Sgt Donnie MacKinnon, from the Road Policing Unit, said: Tragically this collision has resulted in the driver of the Fiesta sustaining fatal injuries and we are currently trying to establish the full circumstances surrounding this incident. Anyone who was on the A9 just outside Thurso at around 7pm on Thursday evening and witnessed what happened should contact police immediately.",A male driver has died after he was involved in a two-car collision in the Highlands.
"The member for Hollinwood replaces Jim McMahon who won the Oldham West and Royton by-election last month. Cllr Stretton, who has served as deputy leader since 2014, was chosen over Cllr Arooj Shah, who represents St Mary's ward. She was elected in 2010 and is chair of the health and well being committee.","Oldham Council will be led by a woman for the first time in its history, after Jean Stretton was selected by Labour councillors."
"Chamakh, 32, is a free agent, having been released by Premier League side Crystal Palace at the end of his contract in the summer. The Morocco international had a three-year spell at Arsenal, having arrived from French club Bordeaux in 2010. He had loan spells at West Ham United and Palace before joining the Eagles on a permanent basis in 2014. Media playback is not supported on this device Warnock, appointed on Tuesday, is moving rapidly to revamp the Cardiff squad. The Bluebirds are expected to confirm the signings of Junior Hoilett and Sol Bamba as well as Chamakh, in time for the opening game under Warnock at home to Bristol City, on Friday, 14 October.",Former Arsenal striker Marouane Chamakh is the latest target for new Cardiff City manager Neil Warnock.
"The 32-year-old, who can also play in midfield, has spent nine seasons of his career playing Premier League football. He was a free agent after his release by Hull City in June, having played 12 times last term as the Tigers on promotion back to the top flight. He is available for Vale's home League One match against Oxford on Saturday. Taylor is the 18th signing made by new Vale boss Bruno Ribeiro since taking over in June. Find all the latest football transfers on our dedicated page.","Port Vale have signed former Wigan Athletic and Newcastle United defender Ryan Taylor on a short-term deal, subject to league approval."
Now- a- days drinking of soda became a adiction to most of the people . ,"Today , drinking soda has become an addiction for many people . "
"It is Vitesse's first major trophy in their 125-year history. Striker Van Wolfswinkel, 28, headed home his first after 80 minutes and followed it up with a second two minutes from time. Vitesse, who sit sixth in the Dutch League, qualify for the Europa League group stage next season. Their cup final team included three players on loan from Chelsea - Brazilian midfielder Nathan, 21, United States defender Matt Miazga, 21, and 22-year-old midfielder Lewis Baker. AZ Alkmaar's team included goalkeeper Tim Krul, 29, who is on loan from Newcastle United.",Former Norwich City striker Ricky van Wolfswinkel scored two late goals as Vitesse Arnhem beat AZ Alkmaar 2-0 to win the Dutch Cup final in Rotterdam.
"The performer then forgot to switch his microphone off as he was sick. Ramsey was only a few minutes from the end of his show at Aberdeen Music Hall when he felt sick. The comedian, who was performing in the Granite City as part of a UK-wide tour, had earlier warned his audience that he was unwell. He told fans on his twitter: As a lot of you will already know, I had to run off stage last night in Aberdeen and projectile vomit was all over the place. It was beyond grim. As well as stand-up, Ramsey starred as Jack Pearson in BBC Two sitcom Hebburn, set near his home town of South Shields in north east England. Ramsey has also appeared on the BBC's Live at the Apollo and is a regular panellist on Channel 4 series Celebrity Juice.",Stand-up comedian Chris Ramsey has apologised to his audience in Aberdeen after running off stage during his show to vomit.
"About 12,000 people attended Saturday's Ar Waith Ar Daith (Work On Tour) performance in Cardiff Bay. Walk the Plank's production involved dance, aerial artistry, storytelling and pyrotechnics. Before the performance, two slate plaques will were unveiled. The plaques had been engraved with poetic lines created by two school pupils, Charlotte Hunt from Harlech, Gwynedd, and Lena Mikulova from Cardiff. School pupils from across Wales were invited to come up with their own verse for the plaques on the theme of what it means to be Welsh or living in Wales, taking inspiration from the words by poet Gwyneth Lewis which are on the front of the centre.","The 10th birthday of Wales Millennium Centre has been celebrated with an ""outdoor theatrical spectacle"" involving 700 people."
what is the difference between what time and when?,"""What time?"" is an interrogative noun phrase and cannot be interchangeably used with an adverb, while ""when?"" can be replaced with an adverb or a prepositional phrase, which makes the first sentence grammatically correct.  
In contrast, ""what time"" necessitates a specific wall-clock time answer and does not work with vague time references."
Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,Because all that broad knowledge helps them to understand their majors in university and also helps them to make the correct choice in specialized study . 
"The other suspects left in a car which was waiting outside the Co-op in Market Street, Ashby-de-la-Zouch, on Thursday night. During the police arrest, the man, aged 29, fell ill and was taken to hospital. His death is being treated as unexplained and a post-mortem examination will take place later. The Independent Police Complaints Commission have begun an investigation into his death. Police were called just after 22:00 BST on Thursday to reports of a group of men threatening staff with a baseball bat and golf club, and demanding cash. Officers arrested the suspect, who then fell ill at the scene and was taken to Queen's Medical Centre, in Nottingham, where he died on Saturday morning. A 24-year-old man who was arrested on suspicion of GBH has been released pending further investigation.",A suspected robber who was stopped by members of the public when a gang threatened and demanded cash from shop workers has died in hospital.
Morebrook Textiles hopes to demolish a number of buildings at the March Street Mill in Peebles to make way for a residential development. Public exhibitions of the proposals took place last year. The company has now submitted more detailed plans of the buildings it hopes to demolish and retain across the site.,Planning permission in principle is being sought to redevelop the site of a former Borders textile mill.
and will put you maind on a non-stop learning ... ,And will put your mind on a non-stop learning ... 
"The 27-year-old Newtownards woman was third in her heat in a time of 11.57 seconds into a slight head wind. That was outside her own Irish record of 11.40 and the Rio Olympic Games qualifying standard of 11.32. Should Foster fail to make the final, Friday's race will be her last chance to attain the Olympic qualifying mark. Northern Ireland's Olympic Games qualifiers Ciara Mageean and Kerry O'Flaherty will not open their Amsterdam challenges until Friday when Christine McMahon and Ben Reynolds will also be in action. Other Rio-bound Northern Ireland athletes Paul Pollock, Kevin Seaward and Breege Connolly will run in the half-marathon events on Sunday as part of an Irish squad which will also include North Belfast's Glady Ganiel. Meanwhile Ireland's Marcus Lawler has qualified for the semi-final of the men's 200 metres.",Northern Ireland sprinter Amy Foster has reached Friday's semi-finals of the women's 100m at the European Athletics Championships in Amsterdam.
will the word schadenfreude be understood in an english text?,"The term ""schadenfreude"" has seen an increased use in the English language and is understood to mean deriving pleasure from others' misfortunes.  
However, it would not be widely recognized by the majority of English-speaking adults, as its current usage is still negligible.  
Furthermore, there is a consensus that the term isn't generally understood, and anecdotes reflect that only a minor portion of certain professional groups, such as IT personnel, might be familiar with it. 
Consequently, its use in writing is suggested to be accompanied by context or a brief definition, especially since English often integrates loanwords from other languages."
